age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit,jobEnc,maritalEnc,educationEnc,defaultEnc,housingEnc,loanEnc,contactEnc,monthEnc,poutcomeEnc,depositEnc
57,management,divorced,tertiary,no,3287.0,no,no,cellular,30.0,mar,277,2,337,1,success,yes,4.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,2.0,1.0
23,services,single,secondary,no,488.0,no,no,cellular,30.0,mar,236,1,92,2,other,yes,7.0,2.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0
56,housemaid,single,tertiary,no,1947.0,no,no,unknown,30.0,mar,110,1,-1,0,unknown,yes,3.0,2.0,2.0,0.0,0.0,0.0,2.0,7.0,3.0,1.0
44,admin.,divorced,tertiary,no,558.0,yes,no,cellular,31.0,mar,262,2,-1,0,unknown,yes,0.0,0.0,2.0,0.0,1.0,0.0,0.0,7.0,3.0,1.0
80,retired,divorced,primary,no,235.0,no,no,cellular,31.0,mar,577,1,223,3,other,yes,5.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0
47,management,married,tertiary,no,288.0,no,no,cellular,31.0,mar,193,1,181,1,success,yes,4.0,1.0,2.0,0.0,0.0,0.0,0.0,7.0,2.0,1.0
27,student,single,secondary,no,6036.0,no,no,cellular,31.0,mar,175,1,181,1,failure,yes,8.0,2.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0
26,management,single,tertiary,no,3.0,yes,yes,cellular,1.0,apr,149,1,350,1,success,yes,4.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0
50,technician,divorced,secondary,no,0.0,no,no,cellular,1.0,apr,280,1,184,3,success,yes,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
84,retired,married,secondary,no,81204.0,no,no,telephone,1.0,apr,390,1,94,3,success,yes,5.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0
86,retired,married,primary,no,5236.0,no,no,telephone,1.0,apr,558,2,-1,0,unknown,yes,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0
46,management,married,unknown,no,2466.0,no,no,telephone,1.0,apr,216,3,370,1,failure,yes,4.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
45,technician,married,secondary,no,1348.0,no,yes,cellular,1.0,apr,358,2,-1,0,unknown,yes,9.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0
60,blue-collar,married,primary,no,7929.0,no,no,unknown,1.0,apr,111,1,-1,0,unknown,yes,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0
47,admin.,married,secondary,no,70.0,yes,no,cellular,5.0,apr,144,4,374,2,success,yes,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0
53,admin.,married,secondary,no,459.0,no,no,cellular,5.0,apr,558,1,-1,0,unknown,yes,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
54,technician,married,secondary,no,2102.0,yes,no,cellular,5.0,apr,547,1,626,2,failure,yes,9.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
19,student,single,secondary,no,394.0,no,no,cellular,5.0,apr,327,3,-1,0,unknown,yes,8.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
24,student,single,secondary,no,4126.0,no,no,cellular,5.0,apr,907,4,185,7,failure,yes,8.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
39,management,divorced,tertiary,no,224.0,no,no,cellular,5.0,apr,208,1,-1,0,unknown,yes,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
53,technician,married,tertiary,no,9001.0,no,no,cellular,5.0,apr,170,1,-1,0,unknown,yes,9.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
29,management,single,unknown,no,560.0,no,no,cellular,5.0,apr,459,1,307,1,failure,yes,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30,management,married,tertiary,no,102.0,yes,no,cellular,5.0,apr,470,7,426,3,other,yes,4.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
32,management,single,secondary,no,1088.0,yes,no,cellular,6.0,apr,317,1,363,2,success,yes,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0
33,self-employed,single,tertiary,no,562.0,yes,yes,cellular,6.0,apr,196,1,363,1,failure,yes,6.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
33,management,single,tertiary,no,718.0,yes,no,cellular,6.0,apr,122,1,98,2,success,yes,4.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0
57,retired,married,unknown,no,230.0,no,no,cellular,6.0,apr,177,2,210,3,failure,yes,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
27,technician,single,tertiary,no,-67.0,yes,no,cellular,6.0,apr,604,3,236,2,failure,yes,9.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
55,management,married,tertiary,no,3848.0,yes,no,cellular,8.0,apr,222,2,-1,0,unknown,yes,4.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0
36,management,single,tertiary,no,579.0,no,no,unknown,12.0,apr,481,1,-1,0,unknown,yes,4.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0
26,management,single,tertiary,no,1646.0,no,no,cellular,12.0,apr,524,4,206,5,success,yes,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
31,admin.,married,secondary,no,1229.0,no,no,cellular,12.0,apr,176,1,-1,0,unknown,yes,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
25,unemployed,single,primary,no,129.0,no,no,cellular,12.0,apr,176,3,-1,0,unknown,yes,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
49,admin.,married,secondary,no,197.0,yes,no,cellular,13.0,apr,223,1,182,2,failure,yes,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30,management,single,tertiary,no,3779.0,no,no,cellular,13.0,apr,1093,1,-1,0,unknown,yes,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
32,management,single,tertiary,no,2016.0,no,no,cellular,13.0,apr,232,1,348,1,success,yes,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
36,management,single,tertiary,no,436.0,no,no,cellular,13.0,apr,567,1,595,2,failure,yes,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
38,management,married,tertiary,no,413.0,no,no,cellular,13.0,apr,240,1,179,2,failure,yes,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
45,blue-collar,single,primary,no,116.0,no,no,unknown,13.0,apr,122,1,-1,0,unknown,yes,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0
36,management,single,unknown,no,62.0,no,no,cellular,13.0,apr,398,2,-1,0,unknown,yes,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
23,student,single,secondary,no,107.0,no,no,cellular,13.0,apr,256,5,181,2,success,yes,8.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
38,technician,married,secondary,no,497.0,no,no,unknown,14.0,apr,173,1,-1,0,unknown,yes,9.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0
44,services,married,primary,no,2557.0,yes,no,cellular,14.0,apr,250,1,181,8,success,yes,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0
35,management,single,tertiary,no,2646.0,no,no,cellular,14.0,apr,133,8,183,2,success,yes,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
75,retired,married,secondary,no,3771.0,no,no,telephone,15.0,apr,185,1,181,2,success,yes,5.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0
26,technician,single,tertiary,no,1066.0,no,no,cellular,15.0,apr,200,1,-1,0,unknown,yes,9.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
59,technician,married,secondary,no,1.0,no,no,cellular,15.0,apr,159,2,378,3,failure,yes,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30,management,single,tertiary,no,232.0,no,no,cellular,15.0,apr,141,1,-1,0,unknown,yes,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
36,blue-collar,married,primary,no,1177.0,no,no,cellular,15.0,apr,330,1,311,4,success,yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
39,technician,married,secondary,no,603.0,no,yes,cellular,15.0,apr,214,1,-1,0,unknown,yes,9.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0
24,management,single,tertiary,no,736.0,yes,no,cellular,15.0,apr,442,2,246,2,other,yes,4.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
22,services,single,secondary,no,129.0,no,no,cellular,15.0,apr,218,2,181,1,success,yes,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
36,management,married,tertiary,no,-115.0,yes,no,cellular,16.0,apr,297,4,182,2,other,yes,4.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
22,management,single,tertiary,no,104.0,no,yes,cellular,16.0,apr,330,3,-1,0,unknown,yes,4.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0
34,management,married,tertiary,no,589.0,no,no,cellular,19.0,apr,125,2,-1,0,unknown,yes,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
22,student,single,primary,no,3472.0,no,no,cellular,19.0,apr,529,1,181,4,success,yes,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
57,management,married,tertiary,no,2845.0,yes,no,telephone,19.0,apr,1143,5,-1,0,unknown,yes,4.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0
30,student,single,tertiary,no,7529.0,no,no,cellular,20.0,apr,175,6,183,1,success,yes,8.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
55,unemployed,divorced,secondary,no,309.0,no,no,cellular,20.0,apr,167,1,181,3,success,yes,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
38,blue-collar,divorced,secondary,no,0.0,yes,no,telephone,20.0,apr,162,1,181,5,success,yes,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0
39,blue-collar,single,secondary,no,1672.0,yes,no,cellular,20.0,apr,462,1,648,1,failure,yes,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
38,technician,single,secondary,no,1711.0,no,no,cellular,20.0,apr,379,3,202,1,success,yes,9.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
24,admin.,single,secondary,no,1295.0,no,no,cellular,21.0,apr,476,1,-1,0,unknown,yes,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
30,student,single,secondary,no,2046.0,no,no,telephone,21.0,apr,595,3,254,1,failure,yes,8.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
29,blue-collar,single,tertiary,no,455.0,no,no,telephone,21.0,apr,403,1,-1,0,unknown,yes,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0
25,student,single,unknown,no,722.0,no,no,telephone,21.0,apr,623,2,-1,0,unknown,yes,8.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0
52,technician,married,secondary,no,371.0,yes,yes,cellular,21.0,apr,224,2,182,1,success,yes,9.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0
62,management,married,tertiary,no,997.0,no,no,cellular,22.0,apr,554,1,304,2,success,yes,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
40,technician,married,tertiary,no,206.0,no,no,cellular,23.0,apr,499,6,185,4,success,yes,9.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
76,retired,married,secondary,no,820.0,no,no,telephone,23.0,apr,263,4,-1,0,unknown,yes,5.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0
31,admin.,single,secondary,no,410.0,no,no,cellular,23.0,apr,342,1,-1,0,unknown,yes,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
42,self-employed,married,secondary,no,1216.0,yes,no,cellular,23.0,apr,296,1,521,1,failure,yes,6.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
43,technician,single,unknown,no,11115.0,no,no,cellular,23.0,apr,291,1,182,3,success,yes,9.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
73,retired,married,primary,no,796.0,no,no,cellular,23.0,apr,888,1,182,3,success,yes,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
41,management,divorced,tertiary,no,5037.0,no,no,cellular,23.0,apr,252,9,185,5,other,yes,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
77,management,married,unknown,no,1780.0,yes,no,cellular,23.0,apr,361,2,182,5,success,yes,4.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0
46,admin.,divorced,primary,no,429.0,yes,no,cellular,26.0,apr,465,2,369,2,success,yes,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0
35,technician,married,secondary,no,2779.0,no,no,cellular,26.0,apr,182,2,186,2,success,yes,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
26,management,single,tertiary,no,222.0,no,no,cellular,26.0,apr,192,1,334,1,failure,yes,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
45,blue-collar,single,secondary,no,0.0,yes,no,cellular,26.0,apr,1472,1,192,4,failure,yes,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
29,management,single,tertiary,no,1445.0,no,no,cellular,26.0,apr,328,2,143,2,success,yes,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
30,technician,single,tertiary,no,655.0,no,no,cellular,26.0,apr,212,1,202,2,success,yes,9.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
26,unemployed,single,tertiary,no,77.0,no,no,cellular,26.0,apr,175,1,-1,0,unknown,yes,10.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
63,blue-collar,married,primary,no,115.0,no,no,telephone,27.0,apr,325,1,180,7,failure,yes,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
37,unemployed,single,secondary,no,2722.0,no,no,telephone,27.0,apr,426,2,179,3,other,yes,10.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
26,management,single,tertiary,no,1438.0,no,no,cellular,27.0,apr,321,1,449,1,other,yes,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
54,admin.,married,unknown,no,140.0,no,no,telephone,27.0,apr,473,2,182,2,failure,yes,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
30,admin.,single,secondary,no,915.0,yes,no,unknown,27.0,apr,370,1,-1,0,unknown,yes,0.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,3.0,1.0
61,retired,married,secondary,no,1058.0,no,no,cellular,27.0,apr,159,3,-1,0,unknown,yes,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
69,retired,married,secondary,no,0.0,no,no,cellular,28.0,apr,184,2,126,2,other,yes,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
76,self-employed,married,unknown,no,4984.0,no,no,telephone,28.0,apr,403,1,182,1,success,yes,6.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0
30,management,single,tertiary,no,697.0,no,no,cellular,28.0,apr,545,2,181,8,success,yes,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
64,retired,married,secondary,no,4787.0,no,no,cellular,28.0,apr,392,1,182,1,success,yes,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
55,housemaid,married,secondary,no,962.0,yes,no,cellular,28.0,apr,623,1,181,3,success,yes,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0
55,technician,married,tertiary,no,1320.0,no,no,cellular,28.0,apr,387,2,-1,0,unknown,yes,9.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
29,management,single,tertiary,no,2955.0,no,no,cellular,29.0,apr,226,2,-1,0,unknown,yes,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
41,unemployed,married,tertiary,no,0.0,no,no,cellular,29.0,apr,882,1,181,3,success,yes,10.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
63,retired,married,primary,no,12067.0,no,no,telephone,29.0,apr,660,1,191,1,failure,yes,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
45,admin.,married,secondary,no,3006.0,no,no,cellular,29.0,apr,388,2,-1,0,unknown,yes,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
32,technician,single,tertiary,no,388.0,no,no,cellular,29.0,apr,250,3,-1,0,unknown,yes,9.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
41,self-employed,married,tertiary,no,0.0,yes,no,telephone,29.0,apr,395,3,426,1,other,yes,6.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
37,management,married,secondary,no,565.0,no,no,cellular,29.0,apr,449,1,398,1,success,yes,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
19,student,single,secondary,no,329.0,no,no,cellular,30.0,apr,169,1,190,2,success,yes,8.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
61,retired,divorced,secondary,no,4243.0,no,no,cellular,30.0,apr,315,1,182,2,success,yes,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
40,unemployed,single,tertiary,no,72.0,no,no,cellular,30.0,apr,463,1,-1,0,unknown,yes,10.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
30,management,married,tertiary,no,4328.0,no,no,cellular,30.0,apr,262,3,189,11,other,yes,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
54,technician,married,tertiary,no,395.0,no,no,cellular,30.0,apr,183,1,183,2,success,yes,9.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
49,admin.,married,secondary,no,0.0,no,no,cellular,30.0,apr,551,1,-1,0,unknown,yes,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
45,admin.,married,secondary,no,205.0,no,no,cellular,4.0,may,552,1,90,2,success,yes,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
48,blue-collar,married,secondary,no,1730.0,yes,no,cellular,4.0,may,361,1,89,3,success,yes,1.0,1.0,1.0,0.0,1.0,0.0,0.0,8.0,2.0,1.0
60,blue-collar,married,primary,no,5.0,no,no,cellular,4.0,may,494,1,95,2,success,yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
34,unemployed,single,secondary,no,1965.0,no,no,telephone,4.0,may,714,1,-1,0,unknown,yes,10.0,2.0,1.0,0.0,0.0,0.0,1.0,8.0,3.0,1.0
29,housemaid,single,tertiary,no,19.0,no,no,cellular,4.0,may,268,1,88,4,success,yes,3.0,2.0,2.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
77,retired,married,tertiary,no,7802.0,no,no,telephone,4.0,may,421,1,92,2,success,yes,5.0,1.0,2.0,0.0,0.0,0.0,1.0,8.0,2.0,1.0
64,management,married,unknown,no,2352.0,no,no,cellular,4.0,may,153,2,182,11,success,yes,4.0,1.0,3.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
80,retired,married,primary,no,155.0,no,no,telephone,4.0,may,209,1,53,3,success,yes,5.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,2.0,1.0
26,technician,single,tertiary,no,401.0,no,no,cellular,5.0,may,188,2,-1,0,unknown,yes,9.0,2.0,2.0,0.0,0.0,0.0,0.0,8.0,3.0,1.0
33,admin.,married,tertiary,no,79.0,yes,no,cellular,5.0,may,389,1,195,4,success,yes,0.0,1.0,2.0,0.0,1.0,0.0,0.0,8.0,2.0,1.0
41,technician,single,tertiary,no,1646.0,yes,no,cellular,5.0,may,258,1,90,7,success,yes,9.0,2.0,2.0,0.0,1.0,0.0,0.0,8.0,2.0,1.0
28,management,single,tertiary,no,437.0,no,no,cellular,5.0,may,338,1,-1,0,unknown,yes,4.0,2.0,2.0,0.0,0.0,0.0,0.0,8.0,3.0,1.0
74,retired,married,secondary,no,935.0,no,no,cellular,5.0,may,226,1,99,2,failure,yes,5.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0
29,student,single,unknown,no,2929.0,no,no,cellular,5.0,may,232,1,89,4,other,yes,8.0,2.0,3.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0
72,retired,married,primary,no,2304.0,no,no,telephone,5.0,may,510,4,-1,0,unknown,yes,5.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,3.0,1.0
18,student,single,unknown,no,348.0,no,no,cellular,5.0,may,443,4,-1,0,unknown,yes,8.0,2.0,3.0,0.0,0.0,0.0,0.0,8.0,3.0,1.0
46,blue-collar,married,secondary,no,640.0,yes,no,cellular,6.0,may,246,1,55,5,success,yes,1.0,1.0,1.0,0.0,1.0,0.0,0.0,8.0,2.0,1.0
37,technician,married,tertiary,no,88.0,no,no,cellular,6.0,may,195,1,90,3,other,yes,9.0,1.0,2.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0
37,management,married,tertiary,no,2283.0,no,no,cellular,6.0,may,243,2,98,2,failure,yes,4.0,1.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0
32,technician,married,secondary,no,473.0,no,yes,cellular,7.0,may,292,3,-1,0,unknown,yes,9.0,1.0,1.0,0.0,0.0,1.0,0.0,8.0,3.0,1.0
51,technician,married,tertiary,no,0.0,no,no,cellular,7.0,may,662,2,66,2,success,yes,9.0,1.0,2.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
77,unknown,married,unknown,no,397.0,no,no,telephone,7.0,may,300,3,-1,0,unknown,yes,11.0,1.0,3.0,0.0,0.0,0.0,1.0,8.0,3.0,1.0
35,management,married,tertiary,no,62.0,no,no,cellular,7.0,may,226,2,88,4,success,yes,4.0,1.0,2.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
53,management,married,tertiary,no,3634.0,no,no,cellular,7.0,may,211,4,88,8,success,yes,4.0,1.0,2.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
46,management,married,tertiary,no,273.0,yes,no,cellular,10.0,may,583,6,53,6,success,yes,4.0,1.0,2.0,0.0,1.0,0.0,0.0,8.0,2.0,1.0
78,retired,divorced,secondary,no,3417.0,no,no,cellular,12.0,may,309,1,181,1,success,yes,5.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
34,technician,married,secondary,no,133.0,no,no,cellular,12.0,may,171,2,181,3,success,yes,9.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
54,management,married,tertiary,no,1624.0,no,no,cellular,12.0,may,166,3,182,10,success,yes,4.0,1.0,2.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
33,services,married,secondary,no,386.0,no,no,cellular,12.0,may,317,1,181,5,success,yes,7.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
23,student,single,unknown,no,2530.0,no,no,cellular,12.0,may,411,1,-1,0,unknown,yes,8.0,2.0,3.0,0.0,0.0,0.0,0.0,8.0,3.0,1.0
34,technician,single,tertiary,no,2838.0,yes,no,cellular,13.0,may,620,3,-1,0,unknown,yes,9.0,2.0,2.0,0.0,1.0,0.0,0.0,8.0,3.0,1.0
32,unemployed,single,secondary,no,1026.0,yes,no,cellular,13.0,may,289,1,-1,0,unknown,yes,10.0,2.0,1.0,0.0,1.0,0.0,0.0,8.0,3.0,1.0
54,unknown,married,secondary,no,2206.0,no,no,cellular,13.0,may,260,1,91,4,success,yes,11.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
40,admin.,married,secondary,no,260.0,yes,no,cellular,13.0,may,306,1,181,5,success,yes,0.0,1.0,1.0,0.0,1.0,0.0,0.0,8.0,2.0,1.0
63,retired,divorced,tertiary,no,0.0,no,no,cellular,13.0,may,263,1,181,2,success,yes,5.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
37,management,married,tertiary,no,2987.0,yes,no,cellular,13.0,may,216,1,87,10,success,yes,4.0,1.0,2.0,0.0,1.0,0.0,0.0,8.0,2.0,1.0
48,blue-collar,married,secondary,no,1230.0,yes,no,cellular,13.0,may,328,2,182,3,success,yes,1.0,1.0,1.0,0.0,1.0,0.0,0.0,8.0,2.0,1.0
28,technician,single,secondary,no,2335.0,no,no,cellular,13.0,may,624,1,-1,0,unknown,yes,9.0,2.0,1.0,0.0,0.0,0.0,0.0,8.0,3.0,1.0
35,management,married,tertiary,no,8000.0,no,no,cellular,13.0,may,331,1,90,3,success,yes,4.0,1.0,2.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
29,management,single,tertiary,no,-27.0,no,no,cellular,13.0,may,270,1,-1,0,unknown,yes,4.0,2.0,2.0,0.0,0.0,0.0,0.0,8.0,3.0,1.0
68,retired,married,secondary,no,1146.0,no,no,cellular,13.0,may,356,1,71,5,success,yes,5.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
53,blue-collar,single,secondary,no,1004.0,no,no,cellular,13.0,may,393,1,84,1,other,yes,1.0,2.0,1.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0
37,technician,single,tertiary,no,197.0,no,no,cellular,13.0,may,234,1,87,3,success,yes,9.0,2.0,2.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
58,admin.,married,secondary,no,169.0,no,no,cellular,13.0,may,336,3,87,5,success,yes,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
37,management,married,tertiary,no,393.0,yes,no,cellular,14.0,may,567,3,275,4,failure,yes,4.0,1.0,2.0,0.0,1.0,0.0,0.0,8.0,0.0,1.0
37,admin.,married,tertiary,no,29.0,no,no,cellular,14.0,may,404,2,183,2,other,yes,0.0,1.0,2.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0
34,admin.,married,secondary,no,920.0,no,no,cellular,14.0,may,526,3,179,3,success,yes,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
50,admin.,married,secondary,no,3608.0,yes,no,cellular,14.0,may,196,8,182,4,success,yes,0.0,1.0,1.0,0.0,1.0,0.0,0.0,8.0,2.0,1.0
56,management,married,primary,no,870.0,no,no,cellular,14.0,may,220,1,179,1,success,yes,4.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
57,retired,married,primary,no,9367.0,no,no,cellular,14.0,may,700,4,92,7,success,yes,5.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
29,unemployed,single,primary,no,1374.0,no,no,cellular,14.0,may,1205,2,178,7,success,yes,10.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
